Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Username and password do no_0e8909""), ""Epic sadface: Username and password do not match any user in this service"")",Edge Chromium 125,,,25-05-2024 21:06:02,25-05-2024 21:06:02,0.448s,PASSED
closeBrowser(),Edge Chromium 125,,,25-05-2024 21:06:02,25-05-2024 21:06:03,0.949s,PASSED
,,,,,,,
Test Cases/VerifyBlankPassword,Edge Chromium 125,,,25-05-2024 21:06:03,25-05-2024 21:06:18,14.572s,PASSED
"openBrowser("""")",Edge Chromium 125,,,25-05-2024 21:06:03,25-05-2024 21:06:10,6.867s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Edge Chromium 125,,,25-05-2024 21:06:10,25-05-2024 21:06:15,5.066s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""standard_user"")",Edge Chromium 125,,,25-05-2024 21:06:15,25-05-2024 21:06:16,0.867s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Edge Chromium 125,,,25-05-2024 21:06:16,25-05-2024 21:06:16,0.471s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Password is required""), ""Epic sadface: Password is required"")",Edge Chromium 125,,,25-05-2024 21:06:16,25-05-2024 21:06:17,0.542s,PASSED
closeBrowser(),Edge Chromium 125,,,25-05-2024 21:06:17,25-05-2024 21:06:18,0.617s,PASSED
,,,,,,,
Test Cases/verifyBlankUsernamePassword,Edge Chromium 125,,,25-05-2024 21:06:18,25-05-2024 21:06:33,15.572s,PASSED
"openBrowser("""")",Edge Chromium 125,,,25-05-2024 21:06:18,25-05-2024 21:06:26,8.066s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Edge Chromium 125,,,25-05-2024 21:06:26,25-05-2024 21:06:31,4.934s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Edge Chromium 125,,,25-05-2024 21:06:31,25-05-2024 21:06:31,0.661s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Username is required""), ""Epic sadface: Username is required"")",Edge Chromium 125,,,25-05-2024 21:06:31,25-05-2024 21:06:32,0.540s,PASSED
closeBrowser(),Edge Chromium 125,,,25-05-2024 21:06:32,25-05-2024 21:06:33,1.220s,PASSED
,,,,,,,
Test Cases/verifyTwitterLink,Edge Chromium 125,,,25-05-2024 21:06:33,25-05-2024 21:06:51,18.107s,PASSED
"openBrowser("""")",Edge Chromium 125,,,25-05-2024 21:06:33,25-05-2024 21:06:42,8.437s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Edge Chromium 125,,,25-05-2024 21:06:42,25-05-2024 21:06:47,4.713s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""problem_user"")",Edge Chromium 125,,,25-05-2024 21:06:47,25-05-2024 21:06:48,0.927s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Edge Chromium 125,,,25-05-2024 21:06:48,25-05-2024 21:06:48,0.614s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Edge Chromium 125,,,25-05-2024 21:06:48,25-05-2024 21:06:49,1.038s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/li_Twitter""), 0)",Edge Chromium 125,,,25-05-2024 21:06:49,25-05-2024 21:06:50,0.535s,PASSED
closeBrowser(),Edge Chromium 125,,,25-05-2024 21:06:50,25-05-2024 21:06:51,1.554s,PASSED
,,,,,,,
Test Cases/verifyFacebookLink,Edge Chromium 125,,,25-05-2024 21:06:51,25-05-2024 21:07:11,19.227s,PASSED
"openBrowser("""")",Edge Chromium 125,,,25-05-2024 21:06:52,25-05-2024 21:07:00,8.202s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Edge Chromium 125,,,25-05-2024 21:07:00,25-05-2024 21:07:05,5.070s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""problem_user"")",Edge Chromium 125,,,25-05-2024 21:07:05,25-05-2024 21:07:06,1.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Edge Chromium 125,,,25-05-2024 21:07:06,25-05-2024 21:07:07,0.735s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Edge Chromium 125,,,25-05-2024 21:07:07,25-05-2024 21:07:08,1.099s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/li_Facebook""), 0)",Edge Chromium 125,,,25-05-2024 21:07:08,25-05-2024 21:07:08,0.630s,PASSED
closeBrowser(),Edge Chromium 125,,,25-05-2024 21:07:08,25-05-2024 21:07:11,2.094s,PASSED
