Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 21:12:54,25-05-2024 21:12:54,0.182s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Username and password do no_0e8909""), ""Epic sadface: Username and password do not match any user in this service"")",Chrome 125.0.0.0,,,25-05-2024 21:12:54,25-05-2024 21:12:54,0.151s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 21:12:54,25-05-2024 21:12:55,0.676s,PASSED
,,,,,,,
Test Cases/VerifyBlankPassword,Chrome 125.0.0.0,,,25-05-2024 21:12:55,25-05-2024 21:13:03,7.861s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 21:12:55,25-05-2024 21:13:00,4.888s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 21:13:00,25-05-2024 21:13:01,0.827s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""standard_user"")",Chrome 125.0.0.0,,,25-05-2024 21:13:01,25-05-2024 21:13:02,0.769s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 21:13:02,25-05-2024 21:13:02,0.253s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Password is required""), ""Epic sadface: Password is required"")",Chrome 125.0.0.0,,,25-05-2024 21:13:02,25-05-2024 21:13:02,0.193s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 21:13:02,25-05-2024 21:13:03,0.739s,PASSED
,,,,,,,
Test Cases/verifyBlankUsernamePassword,Chrome 125.0.0.0,,,25-05-2024 21:13:03,25-05-2024 21:13:10,7.411s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 21:13:03,25-05-2024 21:13:08,4.963s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 21:13:08,25-05-2024 21:13:09,1.125s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 21:13:09,25-05-2024 21:13:09,0.338s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Username is required""), ""Epic sadface: Username is required"")",Chrome 125.0.0.0,,,25-05-2024 21:13:09,25-05-2024 21:13:10,0.156s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 21:13:10,25-05-2024 21:13:10,0.586s,PASSED
,,,,,,,
Test Cases/verifyTwitterLink,Chrome 125.0.0.0,,,25-05-2024 21:13:10,25-05-2024 21:13:19,8.944s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 21:13:10,25-05-2024 21:13:16,5.422s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 21:13:16,25-05-2024 21:13:16,0.747s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""problem_user"")",Chrome 125.0.0.0,,,25-05-2024 21:13:16,25-05-2024 21:13:17,0.724s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 125.0.0.0,,,25-05-2024 21:13:17,25-05-2024 21:13:18,0.303s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 21:13:18,25-05-2024 21:13:18,0.514s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/li_Twitter""), 0)",Chrome 125.0.0.0,,,25-05-2024 21:13:18,25-05-2024 21:13:18,0.167s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 21:13:18,25-05-2024 21:13:19,0.861s,PASSED
,,,,,,,
Test Cases/verifyFacebookLink,Chrome 125.0.0.0,,,25-05-2024 21:13:19,25-05-2024 21:13:29,9.466s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 21:13:19,25-05-2024 21:13:25,5.942s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 21:13:25,25-05-2024 21:13:26,1.074s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""problem_user"")",Chrome 125.0.0.0,,,25-05-2024 21:13:26,25-05-2024 21:13:27,0.614s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 125.0.0.0,,,25-05-2024 21:13:27,25-05-2024 21:13:27,0.294s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 21:13:27,25-05-2024 21:13:28,0.429s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/li_Facebook""), 0)",Chrome 125.0.0.0,,,25-05-2024 21:13:28,25-05-2024 21:13:28,0.144s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 21:13:28,25-05-2024 21:13:29,0.648s,PASSED
