Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Password is required""), ""Epic sadface: Password is required"")",Edge Chromium 125,,,25-05-2024 20:59:41,25-05-2024 20:59:42,0.471s,PASSED
closeBrowser(),Edge Chromium 125,,,25-05-2024 20:59:42,25-05-2024 20:59:42,0.665s,PASSED
,,,,,,,
Test Cases/verifyBlankUsernamePassword,Edge Chromium 125,,,25-05-2024 20:59:42,25-05-2024 20:59:57,14.791s,PASSED
"openBrowser("""")",Edge Chromium 125,,,25-05-2024 20:59:42,25-05-2024 20:59:50,7.210s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Edge Chromium 125,,,25-05-2024 20:59:50,25-05-2024 20:59:55,4.879s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Edge Chromium 125,,,25-05-2024 20:59:55,25-05-2024 20:59:55,0.778s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Username is required""), ""Epic sadface: Username is required"")",Edge Chromium 125,,,25-05-2024 20:59:55,25-05-2024 20:59:56,0.593s,PASSED
closeBrowser(),Edge Chromium 125,,,25-05-2024 20:59:56,25-05-2024 20:59:57,1.188s,PASSED
,,,,,,,
Test Cases/verifyTwitterLink,Edge Chromium 125,,,25-05-2024 20:59:57,25-05-2024 21:00:16,18.734s,PASSED
"openBrowser("""")",Edge Chromium 125,,,25-05-2024 20:59:57,25-05-2024 21:00:06,8.595s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Edge Chromium 125,,,25-05-2024 21:00:06,25-05-2024 21:00:11,4.932s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""problem_user"")",Edge Chromium 125,,,25-05-2024 21:00:11,25-05-2024 21:00:12,1.038s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Edge Chromium 125,,,25-05-2024 21:00:12,25-05-2024 21:00:13,0.866s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Edge Chromium 125,,,25-05-2024 21:00:13,25-05-2024 21:00:14,0.979s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/li_Twitter""), 0)",Edge Chromium 125,,,25-05-2024 21:00:14,25-05-2024 21:00:15,0.676s,PASSED
closeBrowser(),Edge Chromium 125,,,25-05-2024 21:00:15,25-05-2024 21:00:16,1.319s,PASSED
,,,,,,,
Test Cases/verifyFacebookLink,Edge Chromium 125,,,25-05-2024 21:00:16,25-05-2024 21:00:33,16.987s,PASSED
"openBrowser("""")",Edge Chromium 125,,,25-05-2024 21:00:16,25-05-2024 21:00:24,7.555s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Edge Chromium 125,,,25-05-2024 21:00:24,25-05-2024 21:00:28,4.721s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""problem_user"")",Edge Chromium 125,,,25-05-2024 21:00:28,25-05-2024 21:00:29,0.979s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Edge Chromium 125,,,25-05-2024 21:00:29,25-05-2024 21:00:30,0.623s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Edge Chromium 125,,,25-05-2024 21:00:30,25-05-2024 21:00:31,0.922s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/li_Facebook""), 0)",Edge Chromium 125,,,25-05-2024 21:00:31,25-05-2024 21:00:31,0.538s,PASSED
closeBrowser(),Edge Chromium 125,,,25-05-2024 21:00:31,25-05-2024 21:00:33,1.364s,PASSED
